"product_id","recommendations"
"40681","{30286,30648,23388,2167}"
"40682","{38815,32032,29289,25960}"
"40683","{38815,16012,24984,25532}"
"40684","{38815,1475,33070,31654}"
"40685","{40884,38815,27480,23301}"
"40686","{42214,39814,16012,33223}"
"40687","{40873,40874,40872,40869}"
"40689","{1305,1587,17169,01001-lilacchiffon}"
"40690","{04052,04053,16204,01001-lilacchiffon}"
"40691","{26456,27958,27965,26184}"
"40692","{22259,29332,1498,3051}"
"40693","{22259,22788,26159,1498}"
"40694","{21758,1475,23382,20598}"
"40695","{38815,27918,16333,40802}"
"40696","{26456,27958,27965,26184}"
"40697","{26456,27958,27965,26184}"
"40698","{26456,27958,27965,26184}"
"40699","{16161,16200,16204,1587}"
"40700","{41453-groen,40802,39777,41865}"
"40701","{23589-blauw,26965,16213,27353}"
"40702","{35701,16199,16213,23589-blauw}"
"40703","{35701,29894,16199,26965}"
"40704","{01001-purplebrust,16213,16199,21904}"
"40705","{22431,24001,24009,16441}"
"40706","{2540,1932,1456,16063}"
"40707","{39951,8321,31672,16121}"
"40708","{16908,20537,20559,1580}"
"40709","{38815,7005,2332,20350}"
"40710","{22431,24001,24009,16441}"
"40711","{38815,23388,24001,22431}"
"40712","{16441,1697,22431,02043}"
"40713","{39137-wits,39137-zwarts}"
"40714","{1347,27155,31265,8094}"
"40715","{2540,16800,29734,29763}"
"40716","{1949,25355,26562,16161}"
"40717","{27902,27907,27908,29492}"
"40718",{}
"40719","{16800,21174,2540,27550}"
"40720","{26432-kirroyale,27353,23589-blauw,27908}"
"40721","{29734,16800,2540,29763}"
"40722","{27958,29130,29219,23388}"
"40727","{21378,21858,23157,20559}"
"40728","{31654,40070,9644}"
"40729","{29504,29505,35913,17169}"
"40730","{23301,5162,20817,25960}"
"40731","{38815,39920,21758,27721}"
"40732","{26085,22871,16282,27918}"
"40733","{22063,23975,27960,16346}"
"40734","{35362,40276,24962,20040}"
"40735","{25960,41788,38940,21792}"
"40736","{40008,43344-blauw,26680,21480}"
"40737","{24729,24367,24728,26187}"
"40738",{}
"40738-blauw","{25361,22019,22447,21480}"
"40738-groen","{20559,21480,22019,20474}"
"40738-rood","{21480,20040,20474,16947}"
"40738-roze","{1335,16823,21858,1034}"
"40738-wit","{28431,29387,31705,32491}"
"40738-zwart","{21695,21706,22070,1335}"
"40739","{31661,39909,40006,40277}"
"40740","{22431,24001,24009,16441}"
"40741","{22259,04233,1498,23589-blauw}"
"40742","{23589-blauw,27353,28349,28486}"
"40760","{38815,27743,31164,7474}"
"40761","{40884,34844,38815,40885}"
"40762","{35474,35486,16800,35494}"
"40763","{40884,40885,38815,27324}"
"40764","{34182,38815,43839,20025}"
"40765","{31164,38815,27063,20419}"
"40766","{7869,1475,28460,2564}"
"40767","{16495,7869,25989,2460}"
"40768","{26157,34793,24816,7869}"
"40769","{38815,32032,27043,30822}"
"40770","{38815,30822,27325,39142}"
"40773","{33222,33223,16012,40885}"
"40778","{25960,38815,25489,41407}"
"4078","{4120,5161,29134,27743}"
"40781","{38815,4837,24729,2819}"
"40782","{1380,33221,16007,33222}"
"40783","{38815,20817,25960,27721}"
"40784","{16736,17169,20157,16012}"
"40785","{38815,27063,32032,24728}"
"40786","{38815,24729,16831,39396}"
"40787","{16908,20014,20631,1347}"
"40788","{2819,16563,1475,16617}"
"40789","{38815,4123,29289,20377}"
"40791","{20915,20155,20156,27966}"
"40793","{45540,35776,27647,27092}"
"40794","{21174,24727,26976,27924}"
"40795",{}
"40796","{16736,20157,20606,16012}"
"40797","{21701,22320,24034,20157}"
"40798","{21236,16014,16735,25960}"
"40799","{17013,17106,20598,1381}"
"40800","{23301,1587,20525,1551}"
"40801","{38815,34362,32032,38915}"
"40802","{38815,1475,23301,23388}"
"40804","{31813,35919,35983}"
"40804-blauw","{23806,25496,31052,04194}"
"40804-groen","{31813,35919,35983}"
"40804-rood",{}
"40804-turquoise","{27969,30004,31813,27902}"
"40805","{4078,16819,17030,16202}"
"40806","{16202,16819,17030,16161}"
"40809","{22061,29438,38695,45103}"
"40810","{24034,24858,27647,20157}"
"40811-blijevrienden","{26085,21268,21858,27970}"
"40811-bloemenplukken","{26085,21268,21858,27970}"
"40811-disneyprincess","{01001-purplebrust,21904,23589-wit,26079}"
"40811-herfst","{21268,21858,26085,27970}"
"40811-hundredacreband","{21858,26085,21268,27970}"
"40811-lollie",{36168}
"40811-olifantdrinkt","{21268,21758,16346,21858}"
"40811-slapendepooh","{21268,21858,26085,27970}"
"40811-sneeuwwitje","{42929-marvel,42929-minnie,33605,3080}"
"40811-tigger&pooh","{01001-purplebrust,23589-wit,21904,34092-geel}"
"40811-tiggerenpooh","{20474,25125,27063,28109}"
"40811-vlinders","{21858,26085,27970,21268}"
"40811-winnie+vrienden","{21268,21858,21904,01001-purplebrust}"
"40812","{20601,24367,24726,24727}"
"40814-aap","{35071,35861,32961,29904}"
"40814-beer","{41759,42157,43344-wit}"
"40814-ezel",{}
"40814-hond","{29903,29904,35143,21758}"
"40814-koe","{21758,33010}"
"40814-schaap","{35235,40601,4078,35143}"
"40819","{21384,24640,25127,17029}"
"40833-groen","{20601,20631,26432-kirroyale,16222}"
"40833-paars","{24627,30003,32186,20631}"
"40833-roze","{39316-rood,39316-groen,27712,27713}"
"40833-zwart","{22432,25342,31812,20631}"
"40834","{35428,33411,16830,17200}"
"40834-roze","{36168,36006,16733,16800}"
"40835-beterschap",{}
"40835-haha",{}
"40835-huisje",{}
"40835-love",{}
"40835-mirror",{}
"40835-mydog",{}
"40835-Paris",{}
"40835-Pasen",{}
"40837-geel","{23779,31672,34361,23287}"
"40837-grijs","{42678,31672,34361,23779}"
"40837-paars","{29099,29100,31806,27093}"
"40838",{}
"40838-blauw",{}
"40838-geel",{}
"40838-groen",{}
"40838-roze",{}
"40839","{26085,2630,29289,20012}"
"40840-creme","{16443,16604,17025,1627}"
"40840-donkerblauw","{27098,27324,27097,31672}"
"40840-grijs","{27097,27098,22117,27324}"
"40840-lichtblauw","{23744,25960,29494,21639}"
"40840-roze",{20598}
"40840-zwart","{27098,27324,27097,31672}"
"40841",{}
"40841-groen","{26157,25051,16495,27640}"
"40841-wit","{26157,2099,21207,23166}"
"40842","{39810,33288,17304,16346}"
"40843","{41755,30928,29286,24859}"
"40844","{38815,41839,3631,41861}"
"40845-bloemen","{27567,30033,30790,27550}"
"40845-jutebloem","{27550,31813,26781,32549}"
"40845-kant","{33380,27550,32549,38815}"
"40845-stip","{38815,39396,34844,16958}"
"40846","{21858,31705,21857,33707}"
"40847",{}
"40847-blauw",{}
"40847-groen",{}
"40847-roze",{}
"40860",{}
"40863","{16879,20075,2036,1018}"
"40867","{40687,39611,20156,25226}"
"40868","{40687,39611,20156,23377}"
"40869","{40687,26970-newbaby,20156,26970-littleboy}"
"40870","{40687,39611,41436-aap,41436-banaan}"
"40871","{40687,20156,39611,45405}"
"40872","{40687,39611,20156,2549}"
"40873","{40687,21208,23731,21207}"
"40874","{40687,39611,20156,33093}"
"40875","{40687,20156,39611,3875}"
"40876","{40687,39611,20156,41436-aap}"
"40877","{40687,39611,20156,44240}"
"40878",{}
"40879","{23372,23388}"
"40880","{20821,23388,27970,20269}"
"40881",{23388}
"40882","{25960,20040,20175,1735}"
"40883","{38815,32032,25960,40428}"
"40884","{38815,20598,23388,32032}"
"40885","{38815,20561,31654,22259}"
"40886","{25125,26922,27799,24962}"
"40887","{38815,20157,20561,17161}"
"40888","{22747,25895,25994,1335}"
"40889-blauw","{32032,32750,38815,39809}"
"40889-creme","{16827,21254,23388,16121}"
"40889-grijs",{}
"40907-blauw","{22568,24041,27960,20632}"
"40907-geel","{27960,40277,4107,9742}"
"40907-grijszwart",{23388}
"40907-oranje","{27960,40277,4107,9742}"
"40907-paars","{1904,1906,20350,1378}"
"40907-roze",{29438}
"40921","{40885,38815,25355,2630}"
"40923","{35725,5060}"
"40926",{}
"40988-blauw","{21173,22319,25895,20817}"
"40988-geel","{21173,36187,36189}"
"40988-grijszwart","{31158,33143,39593,39937}"
"40988-oranje","{36187,36189}"
"40988-paars","{21173,29605,36187,36189}"
"40988-roze","{21268,23780,33143,33153}"
"40989-blauw","{29986,36187,36189}"
"40989-geel","{20559,29986,31564,16202}"
"40989-grijszwart",{}
"40989-oranje","{20817,22319,25895,17036}"
"40989-paars","{21249,26304,32134,32136}"
"40989-roze","{22319,25895,26204,20817}"
"40990-blauw","{21174,27908,27909,21173}"
"40990-geel","{26220-mix3942,27909,27912,33094}"
"40990-grijszwart","{27969,31043,32032,39503}"
"40990-oranje",{39787}
"40990-paars","{26220-mix3942,27909,27912,39929}"
"40990-roze","{26220-mix3942,33094,33099-Minnie,33099-Princess}"
"40991-blauw","{27920,27924,27926,1580}"
"40991-geel","{2460,24016,27924,27920}"
"40991-oranje","{24016,2460}"
"40991-paars","{1580,21612,32032,33884}"
"40991-roze","{33313,35428,40667,22339}"
"40991-zwartgrijs","{27920,27924,27926,29605}"
"40994","{38815,42673,34085,42674}"
"40996","{25574,24001,25342,30136}"
"40997","{9634,24380,27043,16958}"
"40998","{9634,29522,28112,23963}"
"40999","{29134,27743,29486,31132}"
"41000","{38815,29289,32032,39142}"
"41001","{16831,16901,17022,16117}"
"41002","{25342,25574,24001,30136}"
"41003","{4499,4498,26965,26968}"
"41005","{16756-glitterkaars,25342,24001,30136}"
"41006","{26157,25051,2535,31050}"
"41007","{38918,45593,29289,16830}"
"41008","{41011,41010,41009,30928}"
"41009","{41012,41008,34790,38815}"
"41010","{41008,41012,41014,38815}"
"41011","{41008,41012,38815,41014}"
"41012","{41009,41011,41010,29328}"
"41013","{41009,41010,41011,32462}"
"41014","{41010,41011,41008,41009}"
"41015","{30143,2630,38815,20040}"
"41016",{32731-zwart-xl}
"41017","{20040,16121,1498,20804}"
"41018","{16724,27324,31330-blackL,16723}"
"41019","{31695,35478,16862,42260}"
"41020","{27379,28255-flower,28255-jasmin,25574}"
"41022",{}
"41023","{38815,26238,21533,25006}"
"41024","{30287,21480,34007-3738,40066}"
"41025","{32032,21533,23301,21532}"
"41026","{6857,38815,27594-kersttafels,2460}"
"41027","{25498,29289,22165,33063}"
"41028","{38815,40182,24859,20008}"
"41029","{38815,4365,2540,32032}"
"41030","{2206,23092,23792,20474}"
"41034","{27963,38815,27960,27714}"
"41043","{30791,40884,38815,16947}"
"4106","{33499-summernights,23974,26432-kirroyale,1932}"
"4107","{38815,32032,29289,25960}"
"41077","{21672,23730,26922,21209}"
"41078",{43008}
"41091","{23388,31705,23301,33713}"
"41094","{31705,27098,25960,16650}"
"41096","{30928,24962,21174,21173}"
"41097","{38815,1904,1906,22887}"
"41098","{43512,27043,25094,27063}"
"41099","{23762,20817,22355,23867}"
"41100","{41859,40626,30928,38815}"
"41101","{35227,41353,34586,41787}"
"41102","{43034,41108,35227,32282}"
"41103","{43534,29604,27091,27908}"
"41104","{43077,38815,1475,43506}"
"41105","{33010,23746,23309,21758}"
"41106","{22882,23072,23381,21579}"
"41107","{23742,21174,21173,29340}"
"41108","{41102,36263,32282,35503}"
"41109","{4107,38815,1475,28000}"
"41111","{45963,47858,45272,1475}"
"41118","{23388,33713,23301,5746}"
"41121","{42293,30072,23589-roze,44349}"
"41122","{32032,1034,2630,26328}"
"41125","{25895,26432-candydream,26432-tendertouch,04357}"
"41155","{38815,23388,25960,5162}"
"41157-blauwroze","{20260,20337,31253,16638}"
"41157-groen","{28577,29892,29896-paars,1626}"
"41157-paars","{23087,23089,23091,20040}"
"41157-roze","{43602,43059,33014,33207}"
"41158-blauw",{}
"41158-groen","{20158,2535,26204,20157}"
"41158-oranje","{21174,22063,2535,21173}"
"41158-rood","{21529,23457,26085,16542}"
"41159","{25056-roos,25056-vanille,29438,25056-jasmijn}"
"41165",{}
"41166",{}
"41167","{38815,25960,31654,23388}"
"41168","{38815,31654,7495,29289}"
"4117",{}
"41171","{38815,39810,35776,20169}"
"41178","{20622,21601,21758,16121}"
"4119","{45261,25960,31654,38815}"
"4120","{5161,38815,7131,4078}"
"4120-5161","{38815,4120,4078,36005}"
"41200","{39420-groen,17200,21706,16558}"
"41201","{23388,26545,39420-groen,41873}"
"41202","{32777,2460,26432-foreverred,32857-medium}"
"41203","{33610-rood,26205,16908,40042-groen}"
"41204","{26516,27043,29296,2564}"
"41205","{21997,23720,24347,21724}"
"41206","{21997,24347,25873,26095}"
"41207","{2583,26027,42030,48267}"
"41208",{}
"4123","{38815,22447,22259,20561}"
"41235","{20275,23043,23775,17028}"
"41240","{35139,36275,36283,27036}"
"41245","{39390-raptor,39390-artik,23168,23775}"
"41246","{27463,28850,41100,41453-lichtblauw}"
"41247",{}
"41247-bruin",{}
"41252","{41107,41941}"
"41265","{17162,27645,30327,42351}"
"4127","{5746,20598,29289,25960}"
"41294","{21533,27090,27091,21532}"
"41298","{35920,38815,42209,42331}"
"4130","{38815,21792,20021,31158}"
"41302",{}
"4133","{39536,39535,16823,39539}"
"41333","{20817,16273,26095,26157}"
"41334","{23089,16346,16213,23679}"
"41335","{20820,22311,26429,17116}"
"41336","{16346,26586,21207,27118}"
"41337","{16668,21634,23188,16012}"
"41343",{}
"41344","{32497,33687,41345,41347}"
"41345","{41364,04001-crimson,04001-oak,04001-chestnut}"
"41346","{23381,21579,21173,21254}"
"41347","{35926,35947,33687,4107}"
"41348","{36073,33306-aap,41849,7180}"
"41349","{21505,21533,21532,25006}"
"41350",{}
"41351","{31654,3485,36645,38692}"
"41352","{39946,42157}"
"41353","{35227,41101,41102,34586}"
"41354","{24747,26781,30759,20234}"
"41355","{33749,40596,32283,42589}"
"41356","{21773,17025,23722,23742}"
"41357","{22260,31654,33101-princess,38459}"
"41358","{1932,30791,39147,5162}"
"41359",{31770}
"41361","{26825-light,26432-negligee,26432-vampirekiss,04053}"
"41362","{20561,33410,40884,40885}"
"41363","{24730,27091,27090,27647}"
"41364","{41345,34224,34790,32497}"
"41365","{38815,32032,16064,1475}"
"41366","{38815,32032,29743,1475}"
"41367","{20155,20437,20915,17116}"
"41368","{30791,3079,29502,29522}"
"41369","{31565,29289,25960,38815}"
"41370","{20915,23301,27961,20156}"
"41371","{23301,33713,23388,17025}"
"41372","{23388,27962,27963,17169}"
"41373",{}
"41374",{42072}
"41375",{31702}
"41376","{23388,27962,27963,17169}"
"41377","{31890,41411,42072}"
"41378","{30460,31702,31813,34179}"
"41382","{16017,16607,16643,1380}"
"41407","{38815,32032,20040,20804}"
"41408","{32847,33601-blauw,26161,33601-groen}"
"41409","{21505,21532,21533,21084}"
"41410","{38815,20040,32032,27963}"
"41411","{38815,33533,20040,32032}"
"41412","{32032,38815,27965,27958}"
"41413","{21639,22227,23166,2385}"
"41414","{29500,29496,22161,21301}"
"41415","{33093,22227,1735,1956}"
"41416","{26963,23166,23309,29892}"
"41417","{40432,31705,31654,1379}"
"41418","{23166,39396,21904,22227}"
"41419","{16829,20106,16958,20631}"
"41420","{38815,4848,25960,21858}"
"41421","{32862,32766,26586,29019-pinkcherry}"
"41422","{35920,27743,21385,26781}"
"41423","{32957,32283,22227,23166}"
"41424-bruin","{21505,23089,31658,1330}"
"41424-groen","{21505,23089,27325,1330}"
"41424-mosgroen","{21505,23089,27325,1330}"
"41424-mosterdgeel","{21505,23089,27325,1330}"
"41424-oranje","{21505,23089,27325,1330}"
"41427","{41428,31901,23301,5162}"
"41428","{38815,29797,41427,22236}"
"41429","{26963,31019,26968,4499}"
"41430","{4837,20175,20246,16827}"
"41431","{25960,17029,20040,16012}"
"41432","{27969,29355,30087,45406}"
"41433","{42290,42914,31848,90378}"
"41434","{1455,16064,16346,1380}"
"41435","{20304,20525,26332,31654}"
"41436-aap","{16346,22227,16756-kerstbal2,27594-flonkerendeglazen}"
"41436-banaan","{29332,40870,26969-Witmetroze-68-74,40876}"
"41436-beer","{16523,16849,22015,16443}"
"41436-water","{39425,39503,29286,40870}"
"41437","{20303,25226,26291,20173}"
"41438-hartjesrokje","{20155,20157,20269,1587}"
"41438-rozeblauwglitterjurkje","{42984-roze,42710,35443,42984-blauw}"
"41438-strikjesrokje","{21378,21905,23301,20979}"
"41439","{16908,22310,24367,1313}"
"41441",{}
"41443","{31654,40885,39827,26238}"
"41444","{25960,41369,38815,25495}"
"41446","{22429,26085,26680,16849}"
"41447","{27043,23731,23309,21758}"
"41448","{22260,23309,23746,16862}"
"41449","{31565,22259,16346,17169}"
"41450","{32540,26027,38815,16346}"
"41451","{1475,1313,16827,16433}"
"41452","{21174,2180,23743,16346}"
"41453",{}
"41453-donkerblauw","{38815,29733,26758,32092}"
"41453-groen","{32502,36067,27121,39777}"
"41453-lichtblauw","{38815,30326,20220,16862}"
"41453-roze","{38815,21482,04357,16542}"
"41454","{7604,38815,23775,8485}"
"41455","{21052,16220,16014,21230}"
"41456","{2630,25873,25969,23341}"
"41457","{41458,31131,23388,23301}"
"41458","{41457,38916,20821,29328}"
"41464","{31784,31745,31654,22356}"
"41465","{8067,2401,32032,23454}"
"41466","{20532,22014,17213,22264}"
"41467","{33325,39503,31654,39694}"
"41468","{1641,17182,20525,16333}"
"41469","{26282,17029,20156,1335}"
"41470","{1378,26304,1475,31253}"
"41471","{38815,31654,4836,26586}"
"41472","{3503,2630,33410,4120}"
"41473","{1932,22431,29210,30822}"
"41475",{}
"41477",{}
"41478",{}
"41479",{}
"41481","{46565,8425}"
"41485",{}
"41505",{8426}
"41517","{21773,35363,35367,1475}"
"41518","{27640,33713,16975,17033}"
"41519","{38815,1335,16958,1626}"
"41520","{9341,25051,27834,25960}"
"41521","{17031,17167,20275,17022}"
"41522","{42745,20859,25497,40182}"
"41523","{17022,17025,21612,1696}"
"41524","{21166,23099,26205,30767}"
"41525","{25960,23149,23742,21385}"
"41526","{36168,38815,41745,31654}"
"41527","{2535,2536,29290,21490}"
"41528","{41443,34066,20930,41886}"
"41529","{21177,33055,16574,5942}"
"41530","{16823,21254,20821,21533}"
"41531","{27962,27969,27960,27970}"
"41532","{42706-blauw,39541,42706-rood,25974}"
"41533","{27962,27969,27960,27970}"
"41534","{38678,33708,31215,38815}"
"41535","{23435,30822,31672,36076}"
"41536","{29506,20155,26080,30287}"
"41537","{38815,16118,17043,21210}"
"41539","{38815,21480,23301,21479}"
"4162","{4107,38815,23745,1475}"
"4173","{28359,38917,26238,26120}"
"41736","{22227,27722,21773,1475}"
"4174","{24859,27643,31158,33713}"
"41743","{38815,40626,42068,2543}"
"41744","{41885,39542,39541,43146}"
"41745","{38815,32518,32484,36507}"
"41746","{38815,46316,20821,7550}"
"41747","{38815,35425,25960,32032}"
"41747-200","{44436,39769,38815,26961}"
"41748","{38815,32032,39810,4848}"
"41748-200","{16422,33055,43662,44436}"
"41750","{43402,35920,32498,7472}"
"41751","{16346,17025,17169,1475}"
"41752","{38815,32032,1641,23301}"
"41753","{16012,16273,16282,1335}"
"41754","{23775,32032,29328,40277}"
"41755","{38815,32032,25960,31672}"
"41756","{22061,25361,30765,1380}"
"41757","{38815,5162,16791,31131}"
"41758","{27745,25960,16117,31672}"
"41759","{38815,42157,2630,41458}"
"41760","{24380,30034,2206,30790}"
"41761","{42157,38815,23111,21857}"
"41762","{38815,39810,33288,20156}"
"41763","{8018,4107,31654,38815}"
"41764","{1380,02050,28070,28386}"
"41765","{31654,25960,34224,32032}"
"41766","{23111,26758,21857,28618}"
"41767-blauw","{23779,25006,2535,23287}"
"41767-crème",{}
"41767-donkerblauw","{5162,39147,20549,20859}"
"41767-fuchsia","{20156,20158,23743,20155}"
"41767-grijs","{4506,9209,35913,20859}"
"41767-groen","{26204,2666,28298,2535}"
"41767-lichtblauw","{17025,27962,27969,29494}"
"41767-paars","{25006,38842,40193-blauw,41932}"
"41767-roze","{25006,25361,32947,16623}"
"41767-zalm",{}
"41768-bruin","{35912,38960-blauw,33599,39503}"
"41768-grijs","{27565,29956,16542,31738}"
"41768-licht","{26946,23452,21785,20598}"
"41769","{4661,25960,23301,16791}"
"41770","{21249,31258,32092,36499}"
"41771","{38815,31654,32032,3846}"
"41772",{}
"41773","{30086,33533,35119,39959}"
"41774",{3485}
"41775","{38815,31811,29496,40582}"
"41776",{3485}
"41777","{32484,33143,3485}"
"41778","{1932,20040,23301,16433}"
"41779","{16791,20883,22323,16759}"
"41780","{20304,29289,32032,38492-Blauw-XL}"
"41781","{1641,29289,29522,32032}"
"41782","{1981,23388,26586,1641}"
"41783-blauw","{2173,25040,35322}"
"41783-lichtblauw","{24367,34884,39966-3942,41932}"
"41783-paars","{20817,21533,23301,17200}"
"41783-roze","{1379,16273,23388,2583}"
"41784","{21706,23867,25495,20679}"
"41785","{41979,41910,38815,42454}"
"41785-3pack",{}
"41786","{1319,16273,17168,1034}"
"41787","{20532,22014,22264,20026}"
"41788","{38815,20040,32032,25960}"
"41789","{1475,16273,27886,31848}"
"41790","{38815,4107,32032,6857}"
"41794","{38815,39142,4107,16901}"
"41795","{16767,20010,20012,16273}"
"41796","{16720,17303,1904,1380}"
"41797","{2149,2153,23276,26961}"
"41798","{38815,2543,5161,29486}"
"41803","{25873,04357,16756-besneeuwdeballen,26432-cocoakiss}"
"41822","{26306,33325,23930,1034}"
"41823","{21815,17304,1034,23374}"
"41824","{33325,6991,23930,16617}"
"41825","{17030,29904,32484,36006}"
"41826",{29792}
"41828","{32130,32143,32145,42160}"
"4183","{33122,38478,33086,38479}"
"41838","{1932,38815,32484,40884}"
"41839","{38815,29332,39880,22259}"
"41840","{27645,38815,43845}"
"41841","{22887,24601,26105,20804}"
"41842","{38815,40619,1347,27906}"
"41843",{}
"41843-groen","{38683-groen,1587,16204,04053}"
"41843-roze","{31805,30287,25997,32559}"
"41844","{23388,25960,28419,16791}"
"41845",{}
"41845-leeuw","{38597,38815,2206,4107}"
"41845-mammoet","{38815,22447,21174,33904}"
"41845-wezel","{38597,38815,32455,39142}"
"41845-zebra","{16686,17031,20997,1018}"
"41847","{24009,2171,23170,26801}"
"41848","{23452,21029,21997,24728}"
"41849","{36073,34075,29937-voorbereidendschrijven,23452}"
"41852","{42544,29289,26580-cats,42549}"
"41853","{20598,26311,21614,3027}"
"41854","{21901,23388,23396,20275}"
"41855","{23388,1932,21763,1628}"
"41856","{42880,42882,36126,40424}"
"41857","{27965,33601-rood}"
"41858",{28100}
"41859","{38815,41100,4107,41961}"
"41860","{23388,33713,22019-jongens,23341}"
"41861","{26260,21305,20561,20598}"
"41862","{29289,26260,20561,20158}"
"41863","{29289,28460,20335,33070}"
"41864","{29486,31654,16650,16448}"
"41865","{27043,38815,21236,39705}"
"41866","{41788,2564,25674,23385}"
"41867","{7550,26128,22019-meisjes,23452}"
"41868","{29355,29710,25137,33159}"
"41869","{2149,23091,23092,16212}"
"4187","{38815,7673,2543,29328}"
"41870",{1904}
"41871","{28861,38524,5859,42520}"
"41872","{1378,21230,21232}"
"41873","{38815,23388,31363,25960}"
"41875","{26085,30287,29289,38815}"
"41876","{33713,23388,32032,38815}"
"41877","{42030,42040,27962,4107}"
"41878","{25960,35776,25974,38815}"
"41879","{36246,24377,17183,23168}"
"41880","{32032,27963,20400,17304}"
"41881","{4107,42931,20400,30287}"
"41882","{20400,16445,16446,23301}"
"41883","{32032,27963,23301,26085}"
"41884","{7105,21997,16862,20026}"
"41885","{4107,41744,23301,4187}"
"41886","{38815,20704,1980,16442}"
"41887","{30286,20704,23454,1980}"
"41888","{29289,20704,22175,1980}"
"41889","{29289,29478,2583,30822}"
"41890","{29289,42931,23194-roze,22175}"
"41891","{29289,30822,2583,31555}"
"41892","{29289,17303,27043,21532}"
"41893","{29289,38815,30286,25407}"
"41894","{32032,42543,26432-kirroyale,22175}"
"41895","{32032,27867,22175,33517}"
"41896","{38675,40067,42543}"
"41905","{33020,38815,1475,33043}"
"41906","{38815,4123,2385,23301}"
"41908","{38815,39142,32032,42678}"
"41909","{38815,29505,27960,4107}"
"41910","{43834,41785,1475,4130}"
"41911","{17025,36006,36007,38815}"
"41912","{27315,29481,20025,30385}"
"41913","{4760,38815,17025,16099}"
"41914","{7869,21207,38815,32668}"
"41915","{32310,33577,16495,40373}"
"41916","{4107,20859,1741,20021}"
"41917","{16121,17043,21174,3485}"
"41918","{38815,23301,26238,1475}"
"41919","{35237,1330,1335,20175}"
"41920","{38815,22356,32032,20012}"
"41921","{20040,36286,20598,39142}"
"41922","{26166,23309,20378,32515}"
"41923","{16800,20821,16213,21029}"
"41924","{41961,41002,22227,32559}"
"41925","{2543,32403,27324,38815}"
"41926","{4837,38815,4836,40884}"
"41927","{38815,39142,4836,24728}"
"41928","{21533,16823,20821,23885}"
"41929","{33288,20400,17183,16823}"
"41930","{38815,21249,27958,25982}"
"41931","{21715,21758,2630,31042}"
"41932","{31695,23388,23301,32484}"
"41933","{38815,20040,31672,32032}"
"41934","{23341,21792,20315,26079}"
"41935","{38815,32032,27063,29289}"
"41938","{38815,40430,20058,20075}"
"41939","{32032,38815,23301,26969-Roze-68-74}"
"41941","{20269,21174,16441,22061}"
"41943","{17304,20310,20804,17029}"
"41944","{20012,20821,17266,22014}"
"41945","{16212,17022,17106,1034}"
"41946","{38815,21758,7869,17223}"
"41947","{23411,2540,1932,9164}"
"41948","{36232,23388,33223,20378}"
"41949-beige","{17010,20040,25355,1441}"
"41949-blauw","{40066,1381,20158,24816}"
"41949-bruin","{16346,1380,25875,27122}"
"41949-drood","{24367,41759}"
"41949-grijs","{32585,39544,32462,45549}"
"41949-marineblauw","{24367,41759}"
"41949-paars","{24367,41759}"
"41949-rood","{1475,39871}"
"41949-roze","{16756-kerstbal2,16756-kerststadje,23275,16756-glitterkaars}"
"41949-ruitbruin","{35995,38916,39587,20598}"
"41949-ruitzwart","{16346,1380,25875,27122}"
"41949-snake","{36220,20804,21173,39396}"
"41949-tijger","{22882,27743,29492,30771}"
"41949-turquoise","{16346,25875,27122,1380}"
"41949-zwart","{23155,23377,27907,22014}"
"41950","{42452,27801,23412,24729}"
"41951","{16346,20155,20157,16212}"
"41952","{38455,40626,28068,42067}"
"41953","{25960,31654,2536,31848}"
"41954","{1475,35974,20040,3697}"
"41956","{1475,27743,20335,1380}"
"41957","{35146,28612,22350,35151}"
"41958","{27085,16422,27083,2261}"
"41959","{3019,20598,20561,16823}"
"41960","{26965,1475,38815,41429}"
"41961","{7551,41924,41859,32585}"
"41962","{41941,42157,41990,21773}"
"41963","{7869,27363,1314,1313}"
"41964","{26781,27673,24041,27900}"
"41965","{20012,20021,20631,1380}"
"41966-3942","{27745,40270,20561,21210}"
"41966-4346","{35473,20930,20040,04052}"
"41967-3942","{35473,22015,31813,42223}"
"41967-4346","{35473,16830,17033,16442}"
"41968","{29286,25407,25960,29991}"
"41969-blauw","{1475,20680,21505,41967-3942}"
"41969-geel","{25999,28577,7385}"
"41969-groen","{1475,20680,21505,41967-3942}"
"41969-oranje","{1475,20680,21505}"
"41969-paars","{25999,28577,41967-3942,7385}"
"41969-roze",{}
"41970-blauw","{31219,04356,16590,38960-groen}"
"41970-geel","{2332,2334,25043-groen,21905}"
"41970-groen","{16130,16590,16791,04356}"
"41970-oranje","{40644,39966-4346,39967-4346,31219}"
"41970-paars","{7385,16590,38960-groen,42712}"
"41970-roze","{26499,27480,30648,21905}"
"41971-blauw","{21532,21533,2349,1932}"
"41971-geel","{39535,39536,36507,39537}"
"41971-groen","{1932,21532,21533,26981}"
"41971-oranje","{1659,16800,1932,1305}"
"41971-paars","{23391,2349,34146,17304}"
"41971-roze","{35118,36507,34137,43144}"
"41972-blauw","{29816,32032,25124,28068}"
"41972-geel","{17033,17169,20269,1379}"
"41972-groen","{29816,16800,29988,163774}"
"41972-oranje","{29816,23396,25999,20817}"
"41972-paars","{39606,39532,29389,30420}"
"41972-roze","{28577,29340,29888,1379}"
"41973-blauw","{43096,20018,2173,17303}"
